OTU,MCA1,MCA2,MCA3,MCA4,MCA5,MCG1,MCG2,MCG3,MCG4,MCG5,sum,taxonomy
OTU28839,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Amphisphaeriaceae
OTU28838,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Onygenales; f__Onygenaceae; g__Amauroascus; s__Amauroascus_purpureus_SH478616.07FU
OTU28831,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28830,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Chaetomiaceae
OTU28833,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU28832,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU28835,2,1,0,0,1,9,167,1,28,55,264,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU28834,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU28837,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU28836,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU26406,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU26407,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Cordycipitaceae; g__Lecanicillium; s__Lecanicillium_kalimantanense_SH194043.07FU
OTU26404,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Penicillium
OTU22386,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU22381,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU26403,179,139,172,121,48,36,179,15,58,39,986,k__Fungi; p__Ascomycota; c__Pezizomycetes; o__Pezizales; f__Pyronemataceae; g__Scutellinia; s__Scutellinia_scutellata_SH215678.07FU
OTU22383,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU22382,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH200949.07FU
OTU10156,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
OTU22389,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU22388,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU26408,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU26409,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU10159,6,10,0,1,0,0,0,0,0,0,17,k__Fungi
OTU1186,5,0,0,0,0,6,0,1,0,0,12,k__Fungi
OTU30319,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU30318,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Sporormiaceae; g__Preussia; s__Preussia_flanaganii_SH184180.07FU
OTU30315,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU30314,0,0,0,2,0,0,0,0,0,0,2,k__Fungi
OTU30317,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH460850.07FU
OTU30316,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU30311,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Verrucariales; f__Verrucariaceae; g__unidentified; s__Verrucariaceae_sp_SH187390.07FU
OTU30310,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Eurotiales; f__Trichocomaceae; g__Talaromyces
OTU30313,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU30312,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU22961,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU22960,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU22963,375,27,16,26,17,0,0,0,0,0,461,k__Fungi
OTU22962,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Nectriaceae; g__Septofusidium; s__Septofusidium_herbarum_SH026838.07FU
OTU22965,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Pezizomycetes
OTU22964,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU22967,7,0,0,23,0,0,0,0,0,0,30,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH027076.07FU
OTU22966,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__unidentified; s__Xylariaceae_sp_SH004714.07FU
OTU22969,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU22968,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU29003,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU29002,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU29001,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU29000,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Incertae_sedis; f__Glomerellaceae; g__Colletotrichum
OTU29007,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU29006,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU29005,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU29004,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU29009,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU29008,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae
OTU20527,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU20526,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU20525,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
OTU20524,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified
OTU20523,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU20522,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Incertae_sedis; g__Gloeohypochnicium; s__Gloeohypochnicium_analogum_SH027033.07FU
OTU20521,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU20520,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Sebacinales; f__Sebacinaceae
OTU20529,0,1,1,0,1,96,30,227,194,98,648,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales; f__Herpotrichiellaceae
OTU20528,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae
OTU16867,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes
OTU26556,0,0,0,0,0,7,0,0,123,0,130,k__Fungi; p__Ascomycota; c__Sordariomycetes
OTU22078,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales; f__Clavicipitaceae; g__unidentified; s__Clavicipitaceae_sp_SH014042.07FU
OTU9231,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophlyctidales; f__Rhizophlyctidaceae; g__Rhizophlyctis; s__Rhizophlyctis_rosea_SH006430.07FU
OTU9230,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9233,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9232,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9235,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9234,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9237,0,0,0,0,0,0,0,11,0,0,11,k__Fungi
OTU9236,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9239,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU9238,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31446,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Schizothecium
OTU31447,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__unidentified; f__unidentified; g__unidentified; s__Dothideomycetes_sp_SH199055.07FU
OTU31444,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31445,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Rozellomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU31442,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31443,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31440,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31441,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales
OTU31448,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31449,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__Incertae_sedis; g__Cystodendron; s__Cystodendron_sp_SH174318.07FU
OTU28068,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU28069,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__unidentified; g__unidentified; s__Pleosporales_sp_SH180413.07FU
OTU34548,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU34549,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28062,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes; o__Pleosporales; f__Phaeosphaeriaceae; g__Phaeosphaeria; s__Phaeosphaeria_sp_SH183028.07FU
OTU28063,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU28060,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU28061,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Sordariales; f__Lasiosphaeriaceae; g__Podospora
OTU28066,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU28067,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU28064,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Eurotiomycetes; o__Chaetothyriales
OTU34543,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU2597,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU31998,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
OTU31999,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31994,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31995,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31996,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales
OTU31997,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31990,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU31991,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified; s__Helotiales_sp_SH195219.07FU
OTU31992,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU31993,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU29821,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU29820,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU29823,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU29822,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Microascales; f__unidentified; g__unidentified; s__Microascales_sp_SH210354.07FU
OTU29825,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU29824,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Xylariales; f__Xylariaceae; g__Xylaria
OTU29827,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU29826,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU29829,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Dothideomycetes
OTU29828,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU33592,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota
OTU33593,0,0,0,1,8,18,10,8,82,5,132,k__Fungi; p__Ascomycota; c__Leotiomycetes
OTU33590,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Incertae_sedis; f__Myxotrichaceae; g__unidentified; s__Myxotrichaceae_sp_SH029383.07FU
OTU33591,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU33596,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU33597,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified
OTU33594,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33595,0,0,0,0,0,0,21,0,0,5,26,k__Fungi
OTU33598,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU33599,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Leotiomycetes; o__Helotiales; f__unidentified; g__unidentified
OTU18281,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU14701,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Glomeraceae; g__unidentified; s__Glomeraceae_sp_SH459310.07FU
OTU14702,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU14703,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18285,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Lyophyllaceae; g__Tephrocybe; s__Tephrocybe_boudieri_SH215709.07FU
OTU14705,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU18287,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_sp_SH007588.07FU
OTU18286,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH459961.07FU
OTU14708,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU14709,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Agaricaceae; g__Agaricus
OTU7358,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7359,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Basidiobolales; f__Basidiobolaceae; g__Basidiobolus; s__Basidiobolus_sp_SH485357.07FU
OTU7354,0,0,1,0,0,0,0,0,0,0,1,k__Fungi
OTU7355,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota
OTU7356,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Paraglomerales
OTU7357,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7350,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7351,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes
OTU7352,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella
OTU7353,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7686,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Tremellomycetes; o__Tremellales; f__Incertae_sedis; g__Cryptococcus; s__Cryptococcus_terricola_SH190017.07FU
OTU7687,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7684,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota; c__Chytridiomycetes; o__Rhizophydiales; f__Incertae_sedis; g__Operculomyces; s__Operculomyces_laminatus_SH210135.07FU
OTU7685,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7682,103,106,620,19,158,125,123,388,76,591,2309,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella; s__Mortierella_sp_SH180117.07FU
OTU7683,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU7680,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7681,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7688,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU7689,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU17860,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota; c__Sordariomycetes; o__Hypocreales
OTU17861,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU17862,0,0,2,0,0,0,0,0,0,0,2,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinellus
OTU17863,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Diversisporaceae; g__Diversispora
OTU17864,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Chytridiomycota
OTU17865,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU17866,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU17867,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales
OTU17868,5,0,0,5,0,3,7,0,3,0,23,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales
OTU17869,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Polyporales; f__unidentified; g__unidentified
OTU15255,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Glomerales; f__Claroideoglomeraceae; g__Claroideoglomus
OTU15254,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU19774,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Ascomycota
OTU16401,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Marasmiaceae; g__Macrocystidia; s__Macrocystidia_cucumis_SH190041.07FU
OTU12981,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella; s__Tomentella_sp_SH177798.07FU
OTU12982,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae
OTU12983,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU12984,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Clavariaceae
OTU16404,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Fungi_sp_SH030111.07FU
OTU12986,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Archaeosporales; f__Archaeosporaceae; g__unidentified
OTU16406,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Hygrophoraceae
OTU12988,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Glomeromycota; c__Glomeromycetes; o__Diversisporales; f__Acaulosporaceae; g__Acaulospora
OTU12989,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae; g__Tomentella
OTU15250,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU15253,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Microbotryomycetes; o__Sporidiobolales; f__unidentified; g__unidentified; s__Sporidiobolales_sp_SH475172.07FU
OTU15252,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Psathyrellaceae; g__Coprinopsis; s__Coprinopsis_atramentaria_SH219007.07FU
OTU5266,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU5267,8,0,0,1,4,5,0,0,0,0,18,k__Fungi; p__Chytridiomycota; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Chytridiomycota_sp_SH028576.07FU
OTU5264,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_sp_SH006496.07FU
OTU5265,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5262,53,51,71,23,91,1,176,49,13,81,609,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales
OTU5263,0,0,19,0,0,0,0,0,0,0,19,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_sp_SH006496.07FU
OTU5260,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5261,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6083,0,0,0,0,0,0,0,0,0,0,0,Unassignable
OTU6082,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6081,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6080,0,0,0,0,0,0,0,0,0,0,0,k__Protista; p__Cercozoa; c__unidentified; o__unidentified; f__unidentified; g__unidentified; s__Cercozoa_sp_SH457224.07FU
OTU6087,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6086,38,0,0,13,0,0,0,0,0,0,51,k__Fungi
OTU5268,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5269,0,18,0,38,0,0,0,0,0,0,56,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales; f__Kickxellaceae; g__Ramicandelaber; s__Ramicandelaber_sp_SH006496.07FU
OTU10586,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10587,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10584,0,0,0,0,0,9,9,0,8,8,34,k__Fungi; p__Ascomycota; c__Orbiliomycetes; o__Orbiliales; f__unidentified; g__unidentified; s__Orbiliales_sp_SH010294.07FU
OTU10585,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Mortierellales; f__Mortierellaceae; g__Mortierella
OTU10582,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10583,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10580,0,0,0,4,0,34,0,0,0,0,38,k__Fungi
OTU10581,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU10588,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Boletales; f__Suillaceae; g__Suillus; s__Suillus_grevillei_SH176747.07FU
OTU10589,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6555,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6554,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13589,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Russulales; f__Auriscalpiaceae; g__Clavicorona; s__Clavicorona_taxophila_SH010300.07FU
OTU13588,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma; s__Entoloma_subtenuicystidiatum_SH177042.07FU
OTU6551,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6550,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6553,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU6552,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__unidentified; c__unidentified; o__unidentified; f__unidentified; g__unidentified
OTU13583,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU13582,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma
OTU13581,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Cantharellales; f__Ceratobasidiaceae; g__unidentified; s__Ceratobasidiaceae_sp_SH187914.07FU
OTU13580,1,0,0,0,0,0,0,0,0,0,1,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Entolomataceae; g__Entoloma
OTU13587,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Agaricales; f__Mycenaceae; g__Mycena
OTU13586,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__Thelephorales; f__Thelephoraceae
OTU13585,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Basidiomycota; c__Agaricomycetes; o__unidentified; f__unidentified; g__unidentified
OTU13584,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5190,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5191,0,0,0,0,0,0,0,0,0,0,0,k__Fungi
OTU5192,0,5,0,0,0,0,0,0,0,0,5,k__Fungi
OTU5193,0,0,0,0,0,0,0,0,0,0,0,k__Fungi; p__Zygomycota; c__Incertae_sedis; o__Kickxellales
